"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"IN0865650","POCKY","5.2","125"
"IN0499204","MEIJI","33.26","44"
"IN0710275","POCKY","3.12","75"
"IN0369744","PUCCHO","219.38","450"
"IN0936927","POCKY","1.41","34"
"IN0115269","PUCCHO","222.79","457"
"IN0295340","MEIJI","183.71","243"
"IN0188812","MEIJI","208.66","276"
"IN0492335","POCKY","10.32","248"
"IN0109783","PUCCHO","46.31","95"
"IN0028333","MEIJI","77.11","102"
"IN0093091","PUCCHO","50.7","104"
"IN0601639","PUCCHO","170.62","350"
"IN0562779","POCKY","6.57","158"
"IN0987124","MEIJI","65.77","87"
"IN0184162","MEIJI","55.19","73"
"IN0314791","PUCCHO","118.46","243"
"IN0821266","PUCCHO","182.32","374"
"IN0927324","MEIJI","290.3","384"
"IN0239955","PUCCHO","119.92","246"
"IN0227726","POCKY","18.64","448"
"IN0440431","PUCCHO","115.54","237"
"IN0241024","PUCCHO","145.76","299"
"IN0893386","PUCCHO","133.09","273"
"IN0271479","POCKY","17.01","409"
"IN0193418","MEIJI","291.82","386"
"IN0453458","PUCCHO","140.4","288"
"IN0930990","MEIJI","86.94","115"
"IN0254840","MEIJI","87.7","116"
"IN0467670","POCKY","1.33","32"
"IN0135656","MEIJI","199.58","264"
"IN0424392","POCKY","3.83","92"
"IN0648997","MEIJI","65.02","86"
"IN0870936","PUCCHO","187.2","384"
"IN0582496","POCKY","15.14","364"
"IN0418470","MEIJI","97.52","129"
"IN0656338","POCKY","10.28","247"
"IN0258891","MEIJI","112.64","149"
"IN0133857","POCKY","0.37","9"
"IN0852611","MEIJI","142.13","188"
"IN0182763","PUCCHO","64.84","133"
"IN0324585","MEIJI","324.32","429"
"IN0022258","MEIJI","0.76","1"
"IN0557698","PUCCHO","223.76","459"
"IN0310408","MEIJI","216.22","286"
"IN0568060","POCKY","18.93","455"
"IN0728349","PUCCHO","15.11","31"
"IN0110845","PUCCHO","136.99","281"
"IN0863644","MEIJI","52.16","69"
"IN0392309","PUCCHO","191.59","393"
"IN0866254","MEIJI","135.32","179"
"IN0325030","PUCCHO","200.36","411"
"IN0127773","POCKY","14.98","360"
"IN0025377","PUCCHO","201.82","414"
"IN0704434","MEIJI","244.94","324"
"IN0198211","PUCCHO","16.09","33"
"IN0227425","MEIJI","122.47","162"
"IN0337893","PUCCHO","74.59","153"
"IN0489722","PUCCHO","52.16","107"
"IN0488886","PUCCHO","57.52","118"
"IN0852803","POCKY","4.87","117"
"IN0577782","MEIJI","269.89","357"
"IN0402980","POCKY","10.23","246"
"IN0262764","MEIJI","118.69","157"
"IN0291583","MEIJI","232.09","307"
"IN0869388","POCKY","6.78","163"
"IN0007014","POCKY","17.31","416"
"IN0732231","MEIJI","123.98","164"
"IN0606784","POCKY","4.12","99"
"IN0110874","PUCCHO","54.6","112"
"IN0557560","MEIJI","114.91","152"
"IN0648650","MEIJI","79.38","105"
"IN0510084","POCKY","14.93","359"
"IN0879089","MEIJI","145.91","193"
"IN0326096","PUCCHO","123.83","254"
"IN0905296","PUCCHO","191.1","392"
"IN0737677","PUCCHO","22.91","47"
"IN0370275","MEIJI","239.65","317"
"IN0188337","POCKY","12.65","304"
"IN0800020","MEIJI","22.68","30"
"IN0276990","POCKY","14.31","344"
"IN0008057","MEIJI","214.7","284"
"IN0659618","POCKY","18.72","450"
"IN0471362","POCKY","13.06","314"
"IN0396002","PUCCHO","143.32","294"
"IN0661539","PUCCHO","129.19","265"
"IN0319061","PUCCHO","62.4","128"
"IN0737991","MEIJI","146.66","194"
"IN0925076","PUCCHO","162.34","333"
"IN0710722","PUCCHO","162.34","333"
"IN0487519","POCKY","17.72","426"
"IN0298953","MEIJI","136.08","180"
"IN0642425","MEIJI","77.11","102"
"IN0989838","POCKY","4.62","111"
"IN0744253","POCKY","12.4","298"
"IN0408723","MEIJI","278.21","368"
"IN0948879","MEIJI","249.48","330"
"IN0757189","POCKY","16.31","392"
"IN0161311","PUCCHO","57.52","118"
"IN0110697","MEIJI","293.33","388"
"IN0091236","PUCCHO","57.04","117"
"IN0487447","POCKY","10.61","255"
"IN0102790","MEIJI","287.28","380"
"IN0238740","PUCCHO","12.67","26"
"IN0597683","PUCCHO","189.64","389"
"IN0369851","PUCCHO","161.36","331"
"IN0682221","MEIJI","210.92","279"
"IN0565250","MEIJI","190.51","252"
"IN0176073","POCKY","12.69","305"
"IN0298119","MEIJI","325.84","431"
"IN0727295","POCKY","19.18","461"
"IN0609391","POCKY","14.89","358"
"IN0144668","MEIJI","0.76","1"
"IN0338105","POCKY","4.08","98"
"IN0072834","PUCCHO","201.82","414"
"IN0915843","POCKY","11.02","265"
"IN0643897","PUCCHO","56.55","116"
"IN0988549","POCKY","2.83","68"
"IN0425041","POCKY","2.29","55"
"IN0556394","MEIJI","260.06","344"
"IN0820750","PUCCHO","74.1","152"
"IN0309672","MEIJI","98.28","130"
"IN0551787","POCKY","10.52","253"
"IN0208362","POCKY","12.4","298"
"IN0283479","POCKY","16.1","387"
"IN0446332","MEIJI","164.05","217"
"IN0635045","MEIJI","21.17","28"
"IN0877410","PUCCHO","113.59","233"
"IN0004721","PUCCHO","140.4","288"
"IN0087893","POCKY","3.66","88"
"IN0350890","POCKY","16.06","386"
"IN0898931","MEIJI","123.98","164"
"IN0291918","PUCCHO","85.8","176"
"IN0382779","PUCCHO","186.71","383"
"IN0222813","POCKY","6.41","154"
"IN0469025","MEIJI","354.56","469"
"IN0722903","PUCCHO","66.3","136"
"IN0358197","PUCCHO","44.85","92"
"IN0675842","POCKY","14.56","350"
"IN0911606","MEIJI","270.65","358"
"IN0077079","MEIJI","77.87","103"
"IN0419441","POCKY","17.06","410"
"IN0990462","MEIJI","6.05","8"
"IN0758151","MEIJI","294.08","389"
"IN0866684","POCKY","11.11","267"
"IN0123236","PUCCHO","162.34","333"
"IN0833709","POCKY","12.19","293"
"IN0947546","POCKY","14.44","347"
"IN0083010","MEIJI","348.52","461"
"IN0962480","PUCCHO","174.04","357"
"IN0445772","POCKY","8.44","203"
"IN0583277","POCKY","7.65","184"
"IN0975005","PUCCHO","150.64","309"
"IN0765673","MEIJI","378.0","500"
"IN0681666","MEIJI","344.74","456"
"IN0893386","PUCCHO","214.5","440"
"IN0195288","PUCCHO","156.97","322"
"IN0463651","POCKY","17.76","427"
"IN0105353","MEIJI","264.6","350"
"IN0725997","PUCCHO","52.65","108"
"IN0707031","MEIJI","370.44","490"
"IN0103122","POCKY","7.49","180"
"IN0292745","POCKY","10.61","255"
"IN0394850","POCKY","16.52","397"
"IN0633224","MEIJI","67.28","89"
"IN0347233","MEIJI","290.3","384"
"IN0196099","MEIJI","374.98","496"
"IN0461336","MEIJI","44.6","59"
"IN0414051","POCKY","11.9","286"
"IN0292434","MEIJI","241.92","320"
"IN0431435","POCKY","0.83","20"
"IN0886995","POCKY","8.61","207"
"IN0477955","PUCCHO","90.67","186"
"IN0028884","MEIJI","285.77","378"
"IN0274833","PUCCHO","0.49","1"
"IN0072560","PUCCHO","60.45","124"
"IN0405812","PUCCHO","95.06","195"
"IN0301109","MEIJI","107.35","142"
"IN0833426","POCKY","4.49","108"
"IN0295439","PUCCHO","150.64","309"
"IN0651073","POCKY","5.24","126"
"IN0868052","POCKY","2.91","70"
"IN0927324","POCKY","6.57","158"
"IN0088220","PUCCHO","50.7","104"
"IN0566833","POCKY","14.02","337"
"IN0264169","PUCCHO","230.1","472"
"IN0094306","POCKY","5.57","134"
"IN0138805","POCKY","18.8","452"
"IN0529518","POCKY","4.45","107"
"IN0930990","PUCCHO","117.49","241"
"IN0861650","MEIJI","158.0","209"
"IN0879158","MEIJI","214.7","284"
"IN0754312","PUCCHO","78.0","160"
"IN0023972","MEIJI","154.22","204"
"IN0848678","POCKY","15.64","376"
"IN0463409","MEIJI","349.27","462"
"IN0010435","MEIJI","156.49","207"
"IN0354437","POCKY","2.33","56"
"IN0590210","MEIJI","6.05","8"
"IN0181160","POCKY","18.8","452"
"IN0809546","PUCCHO","112.12","230"
"IN0741973","MEIJI","173.88","230"
"IN0660088","MEIJI","52.16","69"
"IN0923878","POCKY","19.84","477"
"IN0155339","PUCCHO","227.17","466"
"IN0785182","POCKY","14.73","354"
"IN0101846","POCKY","20.05","482"
"IN0757391","POCKY","5.2","125"
"IN0313717","POCKY","19.01","457"
"IN0860971","PUCCHO","174.53","358"
"IN0861361","MEIJI","235.12","311"
"IN0206260","MEIJI","133.06","176"
"IN0382779","POCKY","3.04","73"
"IN0588938","MEIJI","220.0","291"
"IN0083499","PUCCHO","6.34","13"
"IN0406525","MEIJI","40.82","54"
"IN0238703","MEIJI","52.92","70"
"IN0168953","PUCCHO","155.51","319"
"IN0430014","MEIJI","45.36","60"
"IN0845955","POCKY","20.34","489"
"IN0877410","MEIJI","8.32","11"
"IN0358258","PUCCHO","158.44","325"
"IN0760932","MEIJI","222.26","294"
"IN0390187","MEIJI","238.9","316"
"IN0184419","MEIJI","116.42","154"
"IN0707958","MEIJI","52.16","69"
"IN0290930","MEIJI","297.86","394"
"IN0393906","PUCCHO","189.15","388"
"IN0290855","POCKY","18.43","443"
"IN0977026","POCKY","7.2","173"
"IN0174556","MEIJI","224.53","297"
"IN0092336","POCKY","13.06","314"
"IN0137493","PUCCHO","72.15","148"
"IN0989285","PUCCHO","64.84","133"
"IN0000263","PUCCHO","125.29","257"
"IN0083913","POCKY","13.94","335"
"IN0034506","MEIJI","171.61","227"
"IN0354418","MEIJI","377.24","499"
"IN0285957","MEIJI","132.3","175"
"IN0007884","PUCCHO","241.31","495"
"IN0878026","POCKY","16.97","408"
"IN0988237","PUCCHO","85.8","176"
"IN0463697","MEIJI","358.34","474"
"IN0809546","POCKY","17.93","431"
"IN0039392","MEIJI","153.47","203"
"IN0710952","MEIJI","301.64","399"
"IN0210311","MEIJI","253.26","335"
"IN0442118","PUCCHO","95.55","196"
"IN0986595","POCKY","16.35","393"
"IN0944658","MEIJI","284.26","376"
"IN0670806","MEIJI","366.66","485"
"IN0723394","POCKY","20.13","484"
"IN0737583","POCKY","6.53","157"
"IN0581918","POCKY","8.44","203"
"IN0901587","POCKY","1.96","47"
"IN0461429","PUCCHO","26.32","54"
"IN0310973","PUCCHO","209.14","429"
"IN0835968","PUCCHO","75.08","154"
"IN0280004","POCKY","15.52","373"
"IN0391786","MEIJI","263.84","349"
"IN0988479","MEIJI","155.74","206"
"IN0564598","PUCCHO","139.42","286"
"IN0231300","POCKY","19.26","463"
"IN0304114","PUCCHO","198.41","407"
"IN0182763","MEIJI","21.92","29"
"IN0630758","POCKY","12.02","289"
"IN0273286","POCKY","2.66","64"
"IN0954330","POCKY","5.95","143"
"IN0890707","PUCCHO","176.47","362"
"IN0763173","MEIJI","343.22","454"
"IN0311624","POCKY","3.54","85"
"IN0438156","MEIJI","374.98","496"
"IN0626282","POCKY","13.4","322"
"IN0449210","MEIJI","329.62","436"
"IN0057048","PUCCHO","97.99","201"
"IN0874215","MEIJI","188.24","249"
"IN0209916","POCKY","0.71","17"
"IN0436183","MEIJI","351.54","465"
"IN0819476","PUCCHO","166.24","341"
"IN0655531","PUCCHO","199.88","410"
"IN0104705","POCKY","13.1","315"
"IN0589915","POCKY","4.16","100"
"IN0402618","MEIJI","171.61","227"
"IN0603059","POCKY","3.62","87"
"IN0694251","MEIJI","139.1","184"
"IN0276884","PUCCHO","226.69","465"
"IN0570898","POCKY","0.58","14"
"IN0299867","MEIJI","353.81","468"
"IN0128317","MEIJI","66.53","88"
"IN0897810","POCKY","14.19","341"
"IN0416515","PUCCHO","229.61","471"
"IN0154573","PUCCHO","80.92","166"
"IN0744378","POCKY","19.43","467"
"IN0323521","MEIJI","265.36","351"
"IN0030704","PUCCHO","61.42","126"
"IN0583277","MEIJI","170.1","225"
"IN0186272","PUCCHO","214.99","441"
"IN0009312","PUCCHO","30.22","62"
"IN0681194","PUCCHO","240.34","493"
"IN0182763","POCKY","4.66","112"
"IN0916595","MEIJI","61.99","82"
"IN0115628","MEIJI","235.87","312"
"IN0952855","MEIJI","259.31","343"
"IN0356598","MEIJI","123.23","163"
"IN0931259","POCKY","2.58","62"
"IN0000037","POCKY","15.97","384"
"IN0521652","POCKY","7.65","184"
"IN0432626","MEIJI","1.51","2"
"IN0246171","MEIJI","128.52","170"
"IN0876318","MEIJI","117.18","155"
"IN0312281","PUCCHO","35.59","73"
"IN0031201","MEIJI","239.65","317"
"IN0406859","PUCCHO","59.48","122"
"IN0094348","POCKY","12.69","305"
"IN0263531","PUCCHO","171.11","351"
"IN0896650","PUCCHO","151.61","311"
"IN0542410","PUCCHO","50.21","103"
"IN0665432","PUCCHO","130.65","268"
"IN0804004","MEIJI","371.95","492"
"IN0136708","POCKY","3.41","82"
"IN0991809","PUCCHO","99.94","205"
"IN0435427","PUCCHO","133.57","274"
"IN0322835","PUCCHO","57.52","118"
"IN0716942","PUCCHO","158.44","325"
"IN0929125","MEIJI","123.98","164"
"IN0752593","POCKY","8.28","199"
"IN0436478","POCKY","7.9","190"
"IN0355568","POCKY","10.65","256"
"IN0790437","MEIJI","46.87","62"
"IN0035467","MEIJI","154.22","204"
"IN0848716","POCKY","2.16","52"
"IN0506887","POCKY","2.0","48"
"IN0066707","MEIJI","368.17","487"
"IN0541337","PUCCHO","0.97","2"
"IN0259672","PUCCHO","116.02","238"
"IN0733887","PUCCHO","10.24","21"
"IN0207665","MEIJI","150.44","199"
"IN0956799","POCKY","6.61","159"
"IN0041438","PUCCHO","9.75","20"
"IN0856781","POCKY","1.79","43"
"IN0898745","PUCCHO","223.76","459"
"IN0528081","MEIJI","368.93","488"
"IN0602686","MEIJI","227.56","301"
"IN0451195","MEIJI","298.62","395"
"IN0838846","PUCCHO","105.79","217"
"IN0045891","PUCCHO","199.39","409"
"IN0895416","PUCCHO","209.62","430"
"IN0775797","MEIJI","9.83","13"
"IN0009140","PUCCHO","32.17","66"
"IN0515600","MEIJI","319.79","423"
"IN0408217","PUCCHO","133.57","274"
"IN0422120","PUCCHO","29.74","61"
"IN0298691","MEIJI","111.89","148"
"IN0842320","PUCCHO","90.19","185"
"IN0276990","MEIJI","28.73","38"
"IN0225770","MEIJI","7.56","10"
"IN0708521","POCKY","16.85","405"
"IN0048776","POCKY","9.48","228"
"IN0064634","MEIJI","1.51","2"
"IN0736932","PUCCHO","17.06","35"
"IN0886995","PUCCHO","129.67","266"
"IN0223101","MEIJI","184.46","244"
"IN0665207","POCKY","5.28","127"
"IN0141108","POCKY","19.88","478"
"IN0440496","POCKY","8.53","205"
"IN0193890","MEIJI","297.11","393"
"IN0181805","PUCCHO","153.56","315"
"IN0712941","PUCCHO","210.11","431"
"IN0357623","PUCCHO","127.24","261"
"IN0573602","POCKY","20.43","491"
"IN0512328","PUCCHO","136.99","281"
"IN0980409","MEIJI","114.91","152"
"IN0311805","POCKY","8.99","216"
"IN0263531","MEIJI","350.78","464"
"IN0248085","POCKY","3.24","78"
"IN0761136","PUCCHO","200.85","412"
"IN0137781","PUCCHO","183.3","376"
"IN0143664","POCKY","10.36","249"
"IN0583197","PUCCHO","78.97","162"
"IN0631567","MEIJI","373.46","494"
"IN0015115","POCKY","20.59","495"
"IN0570981","POCKY","3.2","77"
"IN0854871","POCKY","19.68","473"
"IN0004942","MEIJI","114.16","151"
"IN0182763","PUCCHO","174.04","357"
"IN0566716","MEIJI","96.01","127"
"IN0118730","POCKY","0.58","14"
"IN0139877","PUCCHO","213.04","437"
"IN0811227","PUCCHO","225.22","462"
"IN0721348","MEIJI","326.59","432"
"IN0143157","PUCCHO","164.29","337"
"IN0276039","PUCCHO","143.81","295"
"IN0757542","PUCCHO","58.99","121"
"IN0478992","POCKY","11.11","267"
"IN0359781","POCKY","7.53","181"
"IN0536440","MEIJI","178.42","236"
"IN0658844","MEIJI","141.37","187"
"IN0207967","POCKY","17.93","431"
"IN0616198","POCKY","0.29","7"
"IN0421294","MEIJI","79.38","105"
"IN0682638","PUCCHO","105.79","217"
"IN0550186","MEIJI","132.3","175"
"IN0191898","MEIJI","378.76","501"
"IN0283479","POCKY","13.31","320"
"IN0610621","MEIJI","371.2","491"
"IN0726678","PUCCHO","27.3","56"
"IN0643421","PUCCHO","155.03","318"
"IN0953121","POCKY","9.98","240"
"IN0167123","POCKY","15.06","362"
"IN0886774","MEIJI","67.28","89"
"IN0788391","POCKY","10.11","243"
"IN0288482","MEIJI","213.95","283"
"IN0624271","POCKY","20.26","487"
"IN0757553","PUCCHO","131.14","269"
"IN0155669","POCKY","12.77","307"
"IN0791480","PUCCHO","212.06","435"
"IN0257851","PUCCHO","149.17","306"
"IN0760411","POCKY","11.44","275"
"IN0417553","POCKY","7.99","192"
"IN0292927","POCKY","9.4","226"
"IN0797380","MEIJI","220.0","291"
"IN0743538","POCKY","18.39","442"
"IN0141108","MEIJI","139.86","185"
"IN0241202","POCKY","13.02","313"
"IN0282967","POCKY","14.85","357"
"IN0215852","POCKY","0.75","18"
"IN0435679","POCKY","2.5","60"
"IN0139877","PUCCHO","58.99","121"
"IN0408978","PUCCHO","80.44","165"
"IN0137694","POCKY","18.76","451"
"IN0599063","PUCCHO","121.88","250"
"IN0407114","POCKY","8.36","201"
"IN0771346","MEIJI","329.62","436"
"IN0948879","PUCCHO","54.6","112"
"IN0945919","POCKY","9.03","217"
"IN0684908","PUCCHO","91.16","187"
"IN0501076","POCKY","2.37","57"
"IN0010703","PUCCHO","81.41","167"
"IN0410105","PUCCHO","124.31","255"
"IN0772276","PUCCHO","114.08","234"
"IN0081864","MEIJI","334.15","442"
"IN0104363","POCKY","5.12","123"
"IN0033740","MEIJI","195.05","258"
"IN0663875","PUCCHO","146.25","300"
"IN0290549","PUCCHO","118.46","243"
"IN0275369","PUCCHO","35.59","73"
"IN0143136","POCKY","3.99","96"
"IN0519284","POCKY","10.73","258"
"IN0333135","MEIJI","278.96","369"
"IN0391033","MEIJI","207.9","275"
"IN0847918","PUCCHO","2.44","5"
"IN0497575","PUCCHO","33.15","68"
"IN0569736","PUCCHO","141.38","290"
"IN0033430","PUCCHO","156.97","322"
"IN0338044","MEIJI","201.85","267"
"IN0389362","POCKY","20.3","488"
"IN0554246","PUCCHO","173.06","355"
"IN0542854","MEIJI","184.46","244"
"IN0710086","MEIJI","266.11","352"
"IN0494424","MEIJI","221.51","293"
"IN0826821","PUCCHO","51.19","105"
"IN0412946","MEIJI","125.5","166"
"IN0151919","MEIJI","333.4","441"
"IN0428558","PUCCHO","40.46","83"
"IN0485579","POCKY","15.77","379"
"IN0201823","POCKY","1.37","33"
"IN0397311","POCKY","0.46","11"
"IN0757115","POCKY","5.08","122"
"IN0136582","POCKY","8.9","214"
"IN0223384","PUCCHO","61.42","126"
"IN0006998","POCKY","3.95","95"
"IN0503068","PUCCHO","186.22","382"
"IN0475709","MEIJI","20.41","27"
"IN0943844","MEIJI","65.02","86"
"IN0306972","MEIJI","133.81","177"
"IN0825064","PUCCHO","179.89","369"
"IN0214154","PUCCHO","236.44","485"
"IN0748491","PUCCHO","41.92","86"
"IN0370875","MEIJI","95.26","126"
"IN0634556","PUCCHO","70.69","145"
"IN0054690","PUCCHO","15.6","32"
"IN0510239","POCKY","19.97","480"
"IN0466374","PUCCHO","118.95","244"
"IN0037487","PUCCHO","107.25","220"
"IN0717561","MEIJI","18.9","25"
"IN0137161","MEIJI","211.68","280"
"IN0852536","MEIJI","280.48","371"
"IN0896213","POCKY","12.73","306"
"IN0674901","POCKY","14.6","351"
"IN0416826","POCKY","18.22","438"
"IN0297948","PUCCHO","28.27","58"
"IN0462628","PUCCHO","232.54","477"
"IN0173261","MEIJI","167.83","222"
"IN0246763","MEIJI","312.23","413"
"IN0967976","MEIJI","352.3","466"
"IN0973781","POCKY","11.77","283"
"IN0831962","PUCCHO","157.46","323"
"IN0882305","MEIJI","280.48","371"
"IN0131857","PUCCHO","112.12","230"
"IN0794507","POCKY","4.24","102"
"IN0913573","PUCCHO","241.8","496"
"IN0394169","POCKY","4.24","102"
"IN0550132","PUCCHO","210.11","431"
"IN0726767","MEIJI","76.36","101"
"IN0278974","PUCCHO","197.92","406"
"IN0431435","PUCCHO","62.89","129"
"IN0468443","MEIJI","317.52","420"
"IN0898330","POCKY","20.22","486"
"IN0693620","POCKY","4.41","106"
"IN0597399","PUCCHO","188.66","387"
"IN0056114","PUCCHO","112.61","231"
"IN0900074","PUCCHO","52.16","107"
"IN0554549","MEIJI","37.8","50"
"IN0989347","POCKY","1.87","45"
"IN0843968","POCKY","13.85","333"
"IN0183078","POCKY","19.97","480"
"IN0809924","MEIJI","68.8","91"
"IN0000313","POCKY","15.93","383"
"IN0261307","MEIJI","158.0","209"
"IN0045871","MEIJI","100.55","133"
"IN0814357","POCKY","8.44","203"
"IN0412869","MEIJI","18.14","24"
"IN0446842","POCKY","3.37","81"
"IN0450716","POCKY","13.77","331"
"IN0990088","PUCCHO","69.71","143"
"IN0698319","POCKY","10.82","260"
"IN0241721","MEIJI","257.8","341"
"IN0958458","POCKY","1.54","37"
"IN0536306","POCKY","10.52","253"
"IN0563300","PUCCHO","37.54","77"
"IN0161637","MEIJI","364.39","482"
"IN0122706","POCKY","10.77","259"
"IN0899602","MEIJI","261.58","346"
"IN0281948","MEIJI","297.86","394"
"IN0921193","POCKY","20.76","499"
"IN0960137","POCKY","12.52","301"
"IN0654896","POCKY","6.53","157"
"IN0168917","POCKY","10.82","260"
"IN0980139","MEIJI","368.93","488"
"IN0843272","PUCCHO","172.09","353"
"IN0793337","POCKY","5.16","124"
"IN0421556","MEIJI","343.98","455"
"IN0923333","POCKY","9.4","226"
"IN0402126","POCKY","9.53","229"
"IN0468392","PUCCHO","10.72","22"
"IN0906508","MEIJI","358.34","474"
"IN0034506","POCKY","19.01","457"
"IN0803688","POCKY","8.36","201"
"IN0027084","POCKY","13.52","325"
"IN0263755","POCKY","3.12","75"
"IN0701341","POCKY","20.01","481"
"IN0183115","POCKY","20.22","486"
"IN0723964","MEIJI","290.3","384"
"IN0629064","PUCCHO","197.92","406"
"IN0911681","MEIJI","294.84","390"
"IN0383115","PUCCHO","159.9","328"
"IN0300044","MEIJI","127.76","169"
"IN0288187","PUCCHO","86.29","177"
"IN0717927","POCKY","10.36","249"
"IN0323521","PUCCHO","238.88","490"
"IN0188337","POCKY","6.45","155"
"IN0308774","POCKY","17.1","411"
"IN0928279","PUCCHO","121.39","249"
"IN0057458","MEIJI","172.37","228"
"IN0313717","POCKY","4.41","106"
"IN0605488","MEIJI","71.06","94"
"IN0112905","POCKY","8.69","209"
"IN0000854","PUCCHO","200.36","411"
"IN0775677","PUCCHO","151.61","311"
"IN0364851","PUCCHO","102.86","211"
"IN0284119","PUCCHO","210.11","431"
"IN0951644","POCKY","5.24","126"
"IN0677983","PUCCHO","46.31","95"
"IN0394188","MEIJI","58.21","77"
"IN0304839","MEIJI","298.62","395"
"IN0448193","POCKY","19.39","466"
"IN0511392","MEIJI","91.48","121"
"IN0899151","PUCCHO","225.22","462"
"IN0095373","MEIJI","326.59","432"
"IN0275409","POCKY","1.87","45"
"IN0352476","PUCCHO","43.88","90"
"IN0980909","POCKY","8.99","216"
"IN0832957","POCKY","7.65","184"
"IN0013891","MEIJI","164.05","217"
"IN0775930","PUCCHO","177.45","364"
"IN0599063","POCKY","8.2","197"
"IN0332724","PUCCHO","111.64","229"
"IN0694251","PUCCHO","242.29","497"
"IN0988261","MEIJI","138.35","183"
"IN0694752","POCKY","3.7","89"
"IN0271524","POCKY","16.43","395"
"IN0708526","PUCCHO","127.72","262"
"IN0465102","POCKY","13.44","323"
"IN0144424","PUCCHO","231.07","474"
"IN0462379","POCKY","19.59","471"
"IN0471119","PUCCHO","110.66","227"
"IN0256031","MEIJI","373.46","494"
"IN0801817","POCKY","6.41","154"
"IN0119719","POCKY","1.58","38"
"IN0665035","POCKY","7.57","182"
"IN0920221","PUCCHO","129.19","265"
"IN0218329","POCKY","7.9","190"
"IN0699219","MEIJI","124.74","165"
"IN0273899","POCKY","19.43","467"
"IN0440098","POCKY","5.24","126"
"IN0435317","PUCCHO","11.7","24"
"IN0782107","PUCCHO","24.38","50"
"IN0793684","PUCCHO","139.91","287"
"IN0198211","PUCCHO","128.7","264"
"IN0263755","POCKY","3.16","76"
"IN0878953","MEIJI","43.09","57"
"IN0440179","POCKY","16.47","396"
"IN0957454","POCKY","20.55","494"
"IN0700618","MEIJI","228.31","302"
"IN0222433","POCKY","11.48","276"
"IN0743312","PUCCHO","171.6","352"
